Invoice,InvoiceDate,Customer_ID,Country
C489541,2009-12-01 12:18:00,15091.0,United Kingdom
489539,2009-12-01 12:18:00,15061.0,United Kingdom
489542,2009-12-01 12:19:00,15061.0,United Kingdom
C489543,2009-12-01 12:19:00,14292.0,United Kingdom
489544,2009-12-01 12:20:00,14341.0,United Kingdom
489545,2009-12-01 12:22:00,17804.0,United Kingdom
489546,2009-12-01 12:30:00,14156.0,EIRE
489547,2009-12-01 12:30:00,13599.0,United Kingdom
C489549,2009-12-01 12:33:00,13768.0,United Kingdom
489550,2009-12-01 12:33:00,14156.0,EIRE
C489551,2009-12-01 12:35:00,17641.0,United Kingdom
489552,2009-12-01 12:36:00,17063.0,United Kingdom
C489553,2009-12-01 12:41:00,13545.0,United Kingdom
C489554,2009-12-01 12:43:00,13767.0,United Kingdom
C489555,2009-12-01 12:44:00,16955.0,United Kingdom
489556,2009-12-01 12:47:00,15719.0,United Kingdom
489557,2009-12-01 12:52:00,12490.0,France
489558,2009-12-01 12:54:00,15793.0,United Kingdom
489559,2009-12-01 12:55:00,17056.0,United Kingdom
489560,2009-12-01 12:56:00,13526.0,United Kingdom
489561,2009-12-01 12:57:00,14654.0,United Kingdom
489562,2009-12-01 13:07:00,17998.0,United Kingdom
C489563,2009-12-01 13:09:00,13526.0,United Kingdom
489564,2009-12-01 13:13:00,13526.0,United Kingdom
C489565,2009-12-01 13:14:00,13526.0,United Kingdom
489566,2009-12-01 13:16:00,17742.0,United Kingdom
489567,2009-12-01 13:19:00,15326.0,United Kingdom
489569,2009-12-01 13:20:00,14478.0,United Kingdom
C489568,2009-12-01 13:20:00,15005.0,United Kingdom
C489570,2009-12-01 13:28:00,15967.0,United Kingdom
489571,2009-12-01 13:29:00,15967.0,United Kingdom
489572,2009-12-01 13:29:00,17611.0,United Kingdom
489573,2009-12-01 13:29:00,15051.0,United Kingdom
489574,2009-12-01 13:31:00,13097.0,United Kingdom
489575,2009-12-01 13:37:00,13590.0,United Kingdom
C489577,2009-12-01 13:38:00,14030.0,United Kingdom
489576,2009-12-01 13:38:00,15984.0,United Kingdom
C489578,2009-12-01 13:40:00,17091.0,United Kingdom
489579,2009-12-01 13:41:00,16887.0,United Kingdom
489580,2009-12-01 13:43:00,12921.0,United Kingdom
C489583,2009-12-01 13:47:00,14621.0,United Kingdom
489582,2009-12-01 13:47:00,14543.0,United Kingdom
489581,2009-12-01 13:47:00,15945.0,United Kingdom
489584,2009-12-01 13:48:00,18037.0,United Kingdom
489585,2009-12-01 13:49:00,15662.0,United Kingdom
489586,2009-12-01 13:50:00,15380.0,United Kingdom
C489587,2009-12-01 13:52:00,16422.0,United Kingdom
C489588,2009-12-01 14:01:00,13711.0,United Kingdom
C489589,2009-12-01 14:02:00,16150.0,United Kingdom
489590,2009-12-01 14:14:00,13110.0,United Kingdom
C489591,2009-12-01 14:17:00,12921.0,United Kingdom
489593,2009-12-01 14:19:00,12836.0,United Kingdom
C489592,2009-12-01 14:19:00,18287.0,United Kingdom
489594,2009-12-01 14:19:00,15005.0,United Kingdom
C489595,2009-12-01 14:20:00,15254.0,United Kingdom
489598,2009-12-01 14:35:00,16620.0,United Kingdom
489599,2009-12-01 14:40:00,12758.0,Portugal
C489605,2009-12-01 14:47:00,14558.0,United Kingdom
489606,2009-12-01 14:48:00,17961.0,United Kingdom
C489610,2009-12-01 14:52:00,17485.0,United Kingdom
489611,2009-12-01 14:53:00,15601.0,United Kingdom
489613,2009-12-01 14:56:00,13585.0,United Kingdom
489617,2009-12-01 14:59:00,13442.0,United Kingdom
C489632,2009-12-01 15:18:00,13381.0,United Kingdom
489634,2009-12-01 15:19:00,13381.0,United Kingdom
489635,2009-12-01 15:26:00,16763.0,United Kingdom
C489636,2009-12-01 15:34:00,17345.0,United Kingdom
489637,2009-12-01 15:36:00,17243.0,United Kingdom
489639,2009-12-01 16:05:00,14865.0,United Kingdom
489640,2009-12-01 16:17:00,17345.0,United Kingdom
489641,2009-12-01 16:18:00,13819.0,United Kingdom
C489643,2009-12-01 16:26:00,15750.0,United Kingdom
489644,2009-12-01 16:30:00,15808.0,United Kingdom
489645,2009-12-01 16:34:00,17191.0,United Kingdom
489650,2009-12-01 16:44:00,13748.0,United Kingdom
C489651,2009-12-01 16:48:00,17804.0,United Kingdom
489652,2009-12-01 17:08:00,15265.0,United Kingdom
489654,2009-12-01 17:19:00,15750.0,United Kingdom
489656,2009-12-01 17:28:00,17428.0,United Kingdom
489657,2009-12-01 17:28:00,17428.0,United Kingdom
489658,2009-12-01 17:31:00,15485.0,United Kingdom
489661,2009-12-01 17:45:00,17246.0,United Kingdom
489662,2009-12-01 17:50:00,15485.0,United Kingdom
489664,2009-12-01 18:03:00,14061.0,United Kingdom
489665,2009-12-01 18:07:00,14108.0,United Kingdom
489666,2009-12-01 18:13:00,13648.0,United Kingdom
489667,2009-12-01 18:35:00,16563.0,United Kingdom
489668,2009-12-01 19:19:00,16701.0,United Kingdom
489669,2009-12-02 08:15:00,12842.0,United Kingdom
489670,2009-12-02 08:16:00,14302.0,United Kingdom
489671,2009-12-02 08:58:00,14135.0,United Kingdom
489672,2009-12-02 09:21:00,14831.0,United Kingdom
489673,2009-12-02 09:23:00,14831.0,United Kingdom
489674,2009-12-02 09:35:00,15602.0,United Kingdom
489675,2009-12-02 09:47:00,13777.0,United Kingdom
489676,2009-12-02 09:49:00,13777.0,United Kingdom
489677,2009-12-02 09:50:00,14000.0,United Kingdom
489678,2009-12-02 09:57:00,16823.0,United Kingdom
489679,2009-12-02 10:00:00,16163.0,United Kingdom
489681,2009-12-02 10:02:00,17998.0,United Kingdom
489680,2009-12-02 10:02:00,17193.0,United Kingdom
489682,2009-12-02 10:08:00,15759.0,United Kingdom
489683,2009-12-02 10:09:00,16131.0,United Kingdom
489684,2009-12-02 10:15:00,14560.0,United Kingdom
C489685,2009-12-02 10:28:00,12523.0,France
C489686,2009-12-02 10:34:00,17019.0,United Kingdom
489687,2009-12-02 10:41:00,17087.0,United Kingdom
489688,2009-12-02 10:42:00,14894.0,United Kingdom
C489689,2009-12-02 10:46:00,15353.0,United Kingdom
489695,2009-12-02 10:48:00,16202.0,United Kingdom
489699,2009-12-02 10:51:00,16700.0,United Kingdom
489705,2009-12-02 10:52:00,16700.0,United Kingdom
489702,2009-12-02 10:52:00,17511.0,United Kingdom
C489713,2009-12-02 10:55:00,12755.0,Japan
489723,2009-12-02 10:58:00,14299.0,United Kingdom
489726,2009-12-02 11:07:00,17949.0,United Kingdom
489725,2009-12-02 11:07:00,17949.0,United Kingdom
489727,2009-12-02 11:09:00,17949.0,United Kingdom
489728,2009-12-02 11:18:00,14799.0,United Kingdom
489733,2009-12-02 11:20:00,15311.0,United Kingdom
489743,2009-12-02 11:24:00,16550.0,United Kingdom
489748,2009-12-02 11:26:00,12980.0,United Kingdom
489764,2009-12-02 11:31:00,14425.0,United Kingdom
489765,2009-12-02 11:33:00,15353.0,United Kingdom
489766,2009-12-02 11:34:00,17818.0,United Kingdom
C489771,2009-12-02 11:36:00,13623.0,United Kingdom
489780,2009-12-02 11:43:00,13654.0,United Kingdom
489782,2009-12-02 11:45:00,17189.0,United Kingdom
489783,2009-12-02 11:47:00,13269.0,United Kingdom
489784,2009-12-02 11:48:00,13269.0,United Kingdom
489785,2009-12-02 11:51:00,14653.0,United Kingdom
489786,2009-12-02 11:52:00,17019.0,United Kingdom
489787,2009-12-02 11:53:00,15542.0,United Kingdom
489788,2009-12-02 11:55:00,13564.0,United Kingdom
489790,2009-12-02 11:59:00,16467.0,United Kingdom
489789,2009-12-02 11:59:00,15833.0,United Kingdom
489791,2009-12-02 12:06:00,15542.0,United Kingdom
489792,2009-12-02 12:06:00,14527.0,United Kingdom
489793,2009-12-02 12:09:00,17476.0,United Kingdom
489794,2009-12-02 12:13:00,15287.0,United Kingdom
489795,2009-12-02 12:13:00,14440.0,United Kingdom
489796,2009-12-02 12:15:00,15680.0,United Kingdom
489797,2009-12-02 12:19:00,15581.0,United Kingdom
489798,2009-12-02 12:22:00,13740.0,United Kingdom
C489799,2009-12-02 12:23:00,13070.0,United Kingdom
489800,2009-12-02 12:26:00,17768.0,United Kingdom
489801,2009-12-02 12:28:00,12948.0,United Kingdom
489802,2009-12-02 12:32:00,15581.0,United Kingdom
C489803,2009-12-02 12:34:00,16797.0,United Kingdom
489804,2009-12-02 12:38:00,14667.0,United Kingdom
489805,2009-12-02 12:39:00,17377.0,United Kingdom
489807,2009-12-02 12:43:00,15581.0,United Kingdom
489808,2009-12-02 12:44:00,14467.0,United Kingdom
489809,2009-12-02 12:46:00,13457.0,United Kingdom
489810,2009-12-02 12:47:00,18108.0,United Kingdom
489811,2009-12-02 12:54:00,16210.0,United Kingdom
489812,2009-12-02 13:00:00,17377.0,United Kingdom
C489813,2009-12-02 13:02:00,17867.0,United Kingdom
489814,2009-12-02 13:06:00,14669.0,United Kingdom
489815,2009-12-02 13:10:00,17909.0,United Kingdom
489816,2009-12-02 13:20:00,16086.0,United Kingdom
489817,2009-12-02 13:22:00,16711.0,United Kingdom
489819,2009-12-02 13:23:00,14739.0,United Kingdom
489818,2009-12-02 13:23:00,16233.0,United Kingdom
489822,2009-12-02 13:26:00,14204.0,United Kingdom
489823,2009-12-02 13:32:00,17606.0,United Kingdom
489824,2009-12-02 13:33:00,16797.0,United Kingdom
489825,2009-12-02 13:34:00,16126.0,United Kingdom
489826,2009-12-02 13:39:00,17867.0,United Kingdom
489827,2009-12-02 13:51:00,17412.0,United Kingdom
489829,2009-12-02 13:53:00,16525.0,United Kingdom
C489828,2009-12-02 13:53:00,13313.0,United Kingdom
489830,2009-12-02 13:57:00,13623.0,United Kingdom
489831,2009-12-02 13:58:00,12435.0,Denmark
489832,2009-12-02 14:06:00,14549.0,United Kingdom
489834,2009-12-02 14:09:00,14106.0,United Kingdom
489833,2009-12-02 14:09:00,14980.0,United Kingdom
489835,2009-12-02 14:15:00,15061.0,United Kingdom
489837,2009-12-02 14:21:00,14396.0,United Kingdom
489840,2009-12-02 14:22:00,14122.0,United Kingdom
489855,2009-12-02 14:34:00,16987.0,United Kingdom
C489858,2009-12-02 14:43:00,12471.0,Germany
489862,2009-12-02 14:52:00,17809.0,United Kingdom
489863,2009-12-02 14:55:00,15917.0,United Kingdom
489864,2009-12-02 14:56:00,14987.0,United Kingdom
489865,2009-12-02 15:01:00,14080.0,United Kingdom
489866,2009-12-02 15:04:00,16200.0,United Kingdom
489868,2009-12-02 15:10:00,15794.0,United Kingdom
489869,2009-12-02 15:15:00,16200.0,United Kingdom
489870,2009-12-02 15:16:00,15523.0,United Kingdom
489871,2009-12-02 15:17:00,15523.0,United Kingdom
489872,2009-12-02 15:28:00,15615.0,United Kingdom
489873,2009-12-02 15:29:00,15615.0,United Kingdom
489874,2009-12-02 15:38:00,18001.0,United Kingdom
489875,2009-12-02 15:41:00,17841.0,United Kingdom
489877,2009-12-02 15:44:00,13089.0,United Kingdom
489876,2009-12-02 15:44:00,15917.0,United Kingdom
489878,2009-12-02 15:51:00,15989.0,United Kingdom
489879,2009-12-02 16:02:00,17660.0,United Kingdom
489880,2009-12-02 16:18:00,13313.0,United Kingdom
489883,2009-12-02 16:24:00,12437.0,France
489884,2009-12-02 16:24:00,13313.0,United Kingdom
489888,2009-12-02 16:49:00,14841.0,United Kingdom
489889,2009-12-02 16:52:00,14646.0,Netherlands
489890,2009-12-02 16:53:00,14646.0,Netherlands
489891,2009-12-02 16:59:00,15482.0,United Kingdom
489893,2009-12-02 17:06:00,16156.0,United Kingdom
489894,2009-12-02 17:18:00,17716.0,United Kingdom
489895,2009-12-03 07:25:00,12779.0,Poland
489896,2009-12-03 07:57:00,13611.0,United Kingdom
489897,2009-12-03 09:10:00,15255.0,United Kingdom
489900,2009-12-03 09:44:00,14771.0,United Kingdom
489902,2009-12-03 09:52:00,14838.0,United Kingdom
489904,2009-12-03 10:02:00,13979.0,United Kingdom
489905,2009-12-03 10:03:00,13800.0,United Kingdom
489906,2009-12-03 10:16:00,14483.0,United Kingdom
489907,2009-12-03 10:17:00,14915.0,United Kingdom
489909,2009-12-03 10:20:00,13753.0,United Kingdom
489908,2009-12-03 10:20:00,16301.0,United Kingdom
489910,2009-12-03 10:23:00,15482.0,United Kingdom
489912,2009-12-03 10:26:00,13931.0,United Kingdom
C489911,2009-12-03 10:26:00,12705.0,Germany
489913,2009-12-03 10:28:00,13931.0,United Kingdom
489914,2009-12-03 10:28:00,12921.0,United Kingdom
489915,2009-12-03 10:37:00,17035.0,United Kingdom
489916,2009-12-03 10:37:00,15194.0,United Kingdom
489932,2009-12-03 10:49:00,14347.0,United Kingdom
489935,2009-12-03 10:51:00,12934.0,United Kingdom
C489955,2009-12-03 10:57:00,12484.0,Spain
C489958,2009-12-03 10:58:00,14895.0,United Kingdom
C489973,2009-12-03 11:03:00,17865.0,United Kingdom
489994,2009-12-03 11:09:00,15291.0,United Kingdom
489996,2009-12-03 11:10:00,17209.0,United Kingdom
489998,2009-12-03 11:19:00,15658.0,United Kingdom
489999,2009-12-03 11:25:00,17314.0,United Kingdom
490000,2009-12-03 11:34:00,17155.0,United Kingdom
490001,2009-12-03 11:45:00,15965.0,United Kingdom
490002,2009-12-03 11:46:00,17322.0,United Kingdom
490003,2009-12-03 11:51:00,16159.0,United Kingdom
490004,2009-12-03 11:53:00,14051.0,United Kingdom
490005,2009-12-03 11:57:00,13993.0,United Kingdom
490006,2009-12-03 12:02:00,17411.0,United Kingdom
490008,2009-12-03 12:10:00,15768.0,United Kingdom
490009,2009-12-03 12:13:00,12835.0,United Kingdom
490010,2009-12-03 12:15:00,15061.0,United Kingdom
490012,2009-12-03 12:27:00,15179.0,United Kingdom
490013,2009-12-03 12:27:00,17069.0,United Kingdom
490011,2009-12-03 12:27:00,16918.0,United Kingdom
490014,2009-12-03 12:28:00,15466.0,United Kingdom
490017,2009-12-03 12:31:00,14159.0,United Kingdom
490018,2009-12-03 12:31:00,17940.0,United Kingdom
490019,2009-12-03 12:34:00,17581.0,United Kingdom
490021,2009-12-03 12:36:00,17581.0,United Kingdom
490020,2009-12-03 12:36:00,17581.0,United Kingdom
490022,2009-12-03 12:37:00,17581.0,United Kingdom
490023,2009-12-03 12:38:00,16168.0,United Kingdom
490024,2009-12-03 12:40:00,14606.0,United Kingdom
490034,2009-12-03 12:45:00,17287.0,United Kingdom
490045,2009-12-03 12:50:00,17287.0,United Kingdom
490047,2009-12-03 13:02:00,17913.0,United Kingdom
490046,2009-12-03 13:02:00,13416.0,United Kingdom
490048,2009-12-03 13:03:00,16779.0,United Kingdom
490049,2009-12-03 13:04:00,15794.0,United Kingdom
490050,2009-12-03 13:05:00,17913.0,United Kingdom
C490051,2009-12-03 13:06:00,16163.0,United Kingdom
490052,2009-12-03 13:09:00,13895.0,United Kingdom
490053,2009-12-03 13:17:00,14057.0,United Kingdom
490054,2009-12-03 13:22:00,17017.0,United Kingdom
490056,2009-12-03 13:25:00,13208.0,United Kingdom
490057,2009-12-03 13:25:00,17465.0,United Kingdom
490058,2009-12-03 13:26:00,17465.0,United Kingdom
490059,2009-12-03 13:30:00,18102.0,United Kingdom
490060,2009-12-03 13:32:00,13468.0,United Kingdom
490061,2009-12-03 13:42:00,18102.0,United Kingdom
490062,2009-12-03 13:46:00,13485.0,United Kingdom
490063,2009-12-03 13:49:00,17271.0,United Kingdom
490064,2009-12-03 13:51:00,16139.0,United Kingdom
490065,2009-12-03 13:58:00,15061.0,United Kingdom
490066,2009-12-03 14:00:00,15953.0,United Kingdom
490067,2009-12-03 14:02:00,15856.0,United Kingdom
490068,2009-12-03 14:06:00,13085.0,United Kingdom
490069,2009-12-03 14:07:00,13085.0,United Kingdom
490070,2009-12-03 14:07:00,14967.0,United Kingdom
490071,2009-12-03 14:11:00,16497.0,United Kingdom
490072,2009-12-03 14:28:00,17764.0,United Kingdom
490073,2009-12-03 14:36:00,14905.0,United Kingdom
490075,2009-12-03 14:42:00,18229.0,United Kingdom
C490076,2009-12-03 14:43:00,13001.0,United Kingdom
490077,2009-12-03 15:09:00,17293.0,United Kingdom
490078,2009-12-03 15:09:00,17853.0,United Kingdom
490079,2009-12-03 15:15:00,15550.0,United Kingdom
490080,2009-12-03 15:20:00,13531.0,United Kingdom
490081,2009-12-03 15:32:00,13786.0,United Kingdom
490082,2009-12-03 15:34:00,14952.0,United Kingdom
490083,2009-12-03 15:35:00,14031.0,United Kingdom
490085,2009-12-03 15:43:00,12937.0,United Kingdom
490086,2009-12-03 15:48:00,17949.0,United Kingdom
490087,2009-12-03 15:49:00,15601.0,United Kingdom
490088,2009-12-03 15:50:00,15581.0,United Kingdom
490089,2009-12-03 15:52:00,17949.0,United Kingdom
490090,2009-12-03 15:53:00,15581.0,United Kingdom
490092,2009-12-03 15:54:00,16612.0,United Kingdom
490091,2009-12-03 15:54:00,17949.0,United Kingdom
490094,2009-12-03 15:56:00,17949.0,United Kingdom
490093,2009-12-03 15:56:00,12949.0,United Kingdom
490095,2009-12-03 16:02:00,14958.0,United Kingdom
C490096,2009-12-03 16:06:00,13457.0,United Kingdom
490097,2009-12-03 16:09:00,17329.0,United Kingdom
C490098,2009-12-03 16:11:00,17576.0,United Kingdom
490099,2009-12-03 16:12:00,16736.0,United Kingdom
490100,2009-12-03 16:21:00,13001.0,United Kingdom
490101,2009-12-03 16:24:00,14644.0,United Kingdom
490106,2009-12-03 16:40:00,14898.0,United Kingdom
490107,2009-12-03 16:47:00,14662.0,United Kingdom
490108,2009-12-03 16:49:00,17414.0,United Kingdom
490109,2009-12-03 16:51:00,14755.0,United Kingdom
490110,2009-12-03 16:52:00,14755.0,United Kingdom
490111,2009-12-03 16:54:00,17576.0,United Kingdom
490112,2009-12-03 17:04:00,13037.0,United Kingdom
490113,2009-12-03 17:12:00,14710.0,United Kingdom
490114,2009-12-03 17:29:00,18168.0,United Kingdom
490115,2009-12-03 17:32:00,17679.0,United Kingdom
490116,2009-12-03 17:33:00,17679.0,United Kingdom
C490117,2009-12-03 17:38:00,16570.0,United Kingdom
490118,2009-12-03 17:46:00,17851.0,United Kingdom
490119,2009-12-03 17:48:00,12931.0,United Kingdom
C490120,2009-12-03 17:52:00,14277.0,France
490121,2009-12-03 17:57:00,14750.0,United Kingdom
C490122,2009-12-03 17:59:00,16549.0,United Kingdom
490124,2009-12-03 18:08:00,16791.0,United Kingdom
490125,2009-12-03 18:11:00,16558.0,United Kingdom
C490126,2009-12-03 18:12:00,15884.0,United Kingdom
490127,2009-12-03 18:13:00,14156.0,EIRE
490128,2009-12-03 18:23:00,15884.0,United Kingdom
C490129,2009-12-03 18:26:00,15482.0,United Kingdom
C490131,2009-12-03 18:29:00,17663.0,United Kingdom
490132,2009-12-03 18:30:00,17343.0,United Kingdom
C490133,2009-12-03 18:36:00,17949.0,United Kingdom
490134,2009-12-03 18:41:00,17372.0,United Kingdom
490135,2009-12-03 18:51:00,16003.0,United Kingdom
490136,2009-12-03 19:13:00,17432.0,United Kingdom
490137,2009-12-03 19:22:00,14713.0,United Kingdom
490138,2009-12-03 19:23:00,16722.0,United Kingdom
490139,2009-12-03 19:31:00,12577.0,France
490140,2009-12-03 20:03:00,12872.0,United Kingdom
490141,2009-12-04 08:24:00,15755.0,United Kingdom
490142,2009-12-04 08:36:00,14258.0,United Kingdom
490143,2009-12-04 08:40:00,14286.0,United Kingdom
490144,2009-12-04 08:46:00,13154.0,United Kingdom
490145,2009-12-04 09:27:00,14564.0,Channel Islands
490147,2009-12-04 09:31:00,13408.0,United Kingdom
C490148,2009-12-04 09:37:00,16961.0,United Kingdom
490151,2009-12-04 09:49:00,16645.0,United Kingdom
490152,2009-12-04 10:00:00,12714.0,France
C490153,2009-12-04 10:10:00,12525.0,France
490154,2009-12-04 10:18:00,16335.0,United Kingdom
C490155,2009-12-04 10:28:00,14221.0,United Kingdom
490156,2009-12-04 10:32:00,13093.0,United Kingdom
490157,2009-12-04 10:39:00,16736.0,United Kingdom
490158,2009-12-04 10:47:00,12759.0,Netherlands
490159,2009-12-04 10:48:00,13666.0,United Kingdom
490160,2009-12-04 10:52:00,13777.0,United Kingdom
490161,2009-12-04 10:57:00,17160.0,United Kingdom
490162,2009-12-04 11:07:00,13946.0,United Kingdom
490163,2009-12-04 11:22:00,14723.0,United Kingdom
490164,2009-12-04 11:32:00,14961.0,United Kingdom
490166,2009-12-04 11:32:00,14735.0,United Kingdom
490167,2009-12-04 11:36:00,18061.0,United Kingdom
490171,2009-12-04 11:54:00,15581.0,United Kingdom
490202,2009-12-04 12:03:00,15078.0,United Kingdom
490209,2009-12-04 12:06:00,17389.0,United Kingdom
490212,2009-12-04 12:07:00,16883.0,United Kingdom
490214,2009-12-04 12:11:00,13175.0,United Kingdom
490218,2009-12-04 12:12:00,17076.0,United Kingdom
490219,2009-12-04 12:14:00,13948.0,United Kingdom
490229,2009-12-04 12:20:00,18223.0,United Kingdom
490247,2009-12-04 12:28:00,16192.0,United Kingdom
C490251,2009-12-04 12:29:00,16541.0,United Kingdom
490258,2009-12-04 12:31:00,15999.0,United Kingdom
C490269,2009-12-04 12:33:00,14527.0,United Kingdom
490266,2009-12-04 12:33:00,15109.0,United Kingdom
490272,2009-12-04 12:36:00,14680.0,United Kingdom
490277,2009-12-04 12:37:00,18092.0,United Kingdom
490279,2009-12-04 12:37:00,16891.0,United Kingdom
490281,2009-12-04 12:37:00,13481.0,United Kingdom
490282,2009-12-04 12:41:00,13807.0,United Kingdom
C490283,2009-12-04 12:49:00,12349.0,Italy
490284,2009-12-04 12:54:00,14979.0,United Kingdom
490286,2009-12-04 12:59:00,14527.0,United Kingdom
490285,2009-12-04 12:59:00,16656.0,United Kingdom
490287,2009-12-04 13:00:00,16746.0,United Kingdom
490288,2009-12-04 13:00:00,17157.0,United Kingdom
490289,2009-12-04 13:01:00,15309.0,United Kingdom
490290,2009-12-04 13:21:00,16325.0,United Kingdom
490291,2009-12-04 13:22:00,16541.0,United Kingdom
490292,2009-12-04 13:23:00,16723.0,United Kingdom
490293,2009-12-04 13:31:00,16699.0,United Kingdom
490294,2009-12-04 13:41:00,16710.0,United Kingdom
490295,2009-12-04 13:47:00,12510.0,Spain
C490296,2009-12-04 13:51:00,12510.0,Spain
490297,2009-12-04 13:59:00,13162.0,United Kingdom
490298,2009-12-04 14:13:00,15382.0,United Kingdom
490299,2009-12-04 14:14:00,13680.0,United Kingdom
490300,2009-12-04 14:19:00,12970.0,United Kingdom
490301,2009-12-04 14:24:00,15311.0,United Kingdom
490302,2009-12-04 14:29:00,17841.0,United Kingdom
490303,2009-12-04 14:33:00,17935.0,United Kingdom
490304,2009-12-04 14:35:00,17593.0,United Kingdom
490305,2009-12-04 14:37:00,17243.0,United Kingdom
C490306,2009-12-04 14:40:00,17193.0,United Kingdom
490308,2009-12-04 14:52:00,12835.0,United Kingdom
C490309,2009-12-04 14:56:00,15767.0,United Kingdom
490310,2009-12-04 14:56:00,17151.0,United Kingdom
490311,2009-12-04 15:11:00,16451.0,United Kingdom
490312,2009-12-04 15:16:00,17961.0,United Kingdom
490313,2009-12-04 15:18:00,17127.0,United Kingdom
490320,2009-12-04 15:26:00,13694.0,United Kingdom
490323,2009-12-04 15:27:00,14087.0,United Kingdom
490324,2009-12-04 15:27:00,13694.0,United Kingdom
490326,2009-12-04 15:28:00,13733.0,United Kingdom
490327,2009-12-04 15:29:00,13694.0,United Kingdom
490331,2009-12-04 15:30:00,18181.0,United Kingdom
490340,2009-12-04 15:40:00,13174.0,United Kingdom
490341,2009-12-04 15:41:00,13329.0,United Kingdom
490342,2009-12-04 15:43:00,17421.0,United Kingdom
C490343,2009-12-04 15:48:00,14087.0,United Kingdom
490346,2009-12-04 16:12:00,16351.0,United Kingdom
490347,2009-12-04 16:13:00,15684.0,United Kingdom
C490348,2009-12-04 16:22:00,17884.0,United Kingdom
490349,2009-12-04 16:23:00,17884.0,United Kingdom
C490350,2009-12-04 16:24:00,17884.0,United Kingdom
490353,2009-12-04 16:37:00,15514.0,United Kingdom
490355,2009-12-04 16:39:00,13093.0,United Kingdom
490356,2009-12-04 16:45:00,17884.0,United Kingdom
C490358,2009-12-04 16:51:00,18225.0,United Kingdom
490360,2009-12-04 16:52:00,13679.0,United Kingdom
490359,2009-12-04 16:52:00,18225.0,United Kingdom
490362,2009-12-04 17:31:00,12748.0,United Kingdom
490363,2009-12-05 10:11:00,13199.0,United Kingdom
490364,2009-12-05 10:25:00,13487.0,United Kingdom
490365,2009-12-05 10:27:00,17018.0,United Kingdom
490366,2009-12-05 10:31:00,18071.0,United Kingdom
490367,2009-12-05 10:44:00,16593.0,United Kingdom
490368,2009-12-05 10:58:00,14238.0,United Kingdom
490369,2009-12-05 11:19:00,15223.0,United Kingdom
490370,2009-12-05 12:01:00,17593.0,United Kingdom
490371,2009-12-05 12:02:00,13021.0,United Kingdom
490372,2009-12-05 12:13:00,17115.0,United Kingdom
490373,2009-12-05 12:28:00,17850.0,United Kingdom
490374,2009-12-05 12:36:00,14239.0,United Kingdom
